"Timestamp","Username","Location","Device"
"11/10/2025, 8:12:36 AM","yahya","lat:19.0972, lon:72.8891","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"11/10/2025, 8:13:52 AM","yahya","lat:19.0972, lon:72.8891","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
"11/10/2025, 8:22:27 AM","admin","lat:19.1641, lon:73.0307","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
"11/10/2025, 11:31:27 AM","admin","lat:19.1640, lon:73.0305","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
"11/10/2025, 7:47:28 PM","yahya","lat:19.1729, lon:73.0245","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
"11/10/2025, 7:48:50 PM","yahya","lat:19.1729, lon:73.0245","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"
